nrg_cons,nrg_prc,currency,geo\time	2021	2020	2019	2018	2017	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH1000-2499,NRG_SUP,EUR,EL	0.1214 	0.1060 	0.0923 	0.0886 	0.0940 	0.0907 	0.0971 	0.0921 	0.0853 	0.0661 	0.0629 	0.0558 	0.0543 	: 	: 
KWH1000-2499,NRG_SUP,EUR,ES	0.1365 	0.0645 	0.0779 	0.1768 d	0.1460 d	0.1503 	0.1613 	0.1587 	0.1589 	0.0910 	0.1028 	0.0941 	0.1100 	0.1032 	: 
KWH1000-2499,NRG_SUP,EUR,EU27_2020	0.0921 	0.0749 	0.0773 	0.0857 	0.0798 	0.0804 	0.0844 	0.0864 	0.0888 	0.0823 	0.0837 	0.0823 	0.0833 	0.0851 	0.0632 
KWH1000-2499,NRG_SUP,EUR,FI	0.0629 	0.0614 	0.0663 	0.0594 	0.0577 	0.0587 	0.0617 	0.0651 	0.0686 	0.0683 	0.0722 	0.0647 	0.0601 	0.0594 	0.0522 
KWH1000-2499,NRG_SUP,EUR,FR	0.0803 	0.0783 	0.0726 	0.0724 	0.0706 	0.0710 	0.0736 	0.0738 	0.0750 	0.0708 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,GE	0.0459 e	0.0408 e	0.0363 e	0.0271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,HR	0.0607 	0.0613 	0.0629 	0.0623 	0.0611 	0.0618 	0.0608 	0.0629 	0.0673 	0.0706 	0.0578 	0.0487 	0.0493 	0.0627 	0.0451 
KWH1000-2499,NRG_SUP,EUR,HU	0.0337 	0.0345 	0.0420 	0.0449 	0.0465 	0.0477 	0.0481 	0.0474 	0.0585 	0.0725 	: 	0.0757 	0.0826 	0.0753 	0.0599 
KWH1000-2499,NRG_SUP,EUR,IE	0.1439 	0.1135 e	0.1489 	0.1354 	0.1276 	0.1464 	0.1543 	0.1618 	0.1512 	0.1488 	0.1291 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,IS	0.0438 	0.0407 	0.0470 	0.0485 	0.0489 	0.0441 	0.0371 	0.0333 	0.0305 	0.0307 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,IT	0.1268 	0.1056 	0.1071 	0.1133 d	0.1048 d	0.0942 d	0.0982 	0.1059 	0.1087 	0.1142 	0.0988 	0.0951 	0.1078 	0.1112 	: 
KWH1000-2499,NRG_SUP,EUR,LI	0.0865 	0.0832 	0.0820 	0.0787 	0.0690 	0.0761 	0.0815 	0.0728 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,LT	0.0504 	0.0496 	0.0481 	0.0350 	0.0382 	0.0403 	0.0516 	0.0503 	0.0481 	0.0491 	0.0487 	0.0462 	0.0375 	0.0371 	0.0311 
KWH1000-2499,NRG_SUP,EUR,LU	0.0718 	0.0703 	0.0617 	0.0584 	0.0565 	0.0617 	0.0657 	0.0757 	0.0753 	0.0825 	0.0799 	0.0790 	0.1006 	0.0758 	0.0744 
KWH1000-2499,NRG_SUP,EUR,LV	0.0742 	0.0586 	0.0619 	0.0499 	0.0484 	0.0511 	0.0537 	0.0166 	0.0171 	0.0260 	0.0422 	0.0491 	0.0494 	0.0492 	0.0359 
KWH1000-2499,NRG_SUP,EUR,MD	0.0551 	0.0637 	0.0614 	0.0629 	0.0665 	0.0602 	0.0579 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,ME	0.0428 	0.0427 	0.0417 	0.0400 	0.0379 	0.0460 	0.0490 	0.0483 	0.0464 	0.0455 	0.0346 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,MK	0.0545 	0.0496 	0.0474 	0.0503 	0.0516 	0.0445 	0.0667 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,MT	0.1142 	0.1090 	0.1145 	0.1144 	0.1151 	0.1168 	0.1168 	0.1156 	0.1636 	0.1629 	0.1622 	0.1611 	0.1406 	0.1037 	0.0217 
KWH1000-2499,NRG_SUP,EUR,NL	0.0948 	0.0935 	0.0912 	0.0753 	0.0720 	0.0747 	0.0790 	0.0839 	0.0848 	0.0859 	0.0842 	0.0847 	0.0970 	0.0900 	0.0858 
KWH1000-2499,NRG_SUP,EUR,NO	0.0853 	0.0341 	0.0644 	0.0671 	0.0536 	0.0567 	0.0446 	0.0591 	0.0656 	0.0566 	0.0658 	0.0724 	0.0565 	0.0690 	0.0463 
KWH1000-2499,NRG_SUP,EUR,PL	0.0472 	0.0498 	0.0465 	0.0461 	0.0475 	0.0545 	0.0558 	0.0557 	0.0587 	0.0634 	0.0575 	0.0588 	0.0517 	0.0487 	0.0369 
KWH1000-2499,NRG_SUP,EUR,PT	0.0819 	0.0765 	0.0769 	0.0541 	0.0594 	0.0693 	0.0711 	0.0724 	0.0747 	0.0810 	0.0656 	0.0640 	0.0960 	0.0767 	: 
KWH1000-2499,NRG_SUP,EUR,RO	0.0730 	0.0613 	0.0585 	0.0579 	0.0497 	0.0456 	0.0436 	0.0412 	0.0391 	0.0288 	0.0342 	0.0352 	0.0324 	0.0353 	0.0385 
KWH1000-2499,NRG_SUP,EUR,RS	0.0263 	0.0271 	0.0279 	0.0270 	0.0256 	0.0234 	0.0220 	0.0209 	0.0163 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,SE	0.0800 	0.0449 	0.0573 	0.0542 	0.0460 	0.0488 	0.0432 	0.0498 	0.0591 	0.0631 	0.0673 	0.0697 	0.0567 	0.0657 	0.0522 
KWH1000-2499,NRG_SUP,EUR,SI	0.0708 	0.0681 	0.0611 	0.0573 	0.0548 	0.0565 	0.0586 	0.0596 	0.0639 	0.0639 	0.0604 	0.0541 	0.0535 	0.0456 	: 
KWH1000-2499,NRG_SUP,EUR,SK	0.0640 	0.0694 	0.0574 	0.0471 	0.0420 	0.0485 	0.0495 	0.0559 	0.0660 	0.0722 	0.0673 	0.0741 	0.0690 	0.0689 	0.0603 
KWH1000-2499,NRG_SUP,EUR,TR	0.0377 	0.0406 	0.0481 	0.0428 	0.0501 	0.0647 	0.0626 	0.0743 	0.0760 	0.0837 	0.0631 	0.0898 	0.0785 	0.0828 	: 
KWH1000-2499,NRG_SUP,EUR,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,EUR,UK	: 	: 	0.1106 	0.1071 	0.0939 	0.1178 	0.1449 	0.1655 	0.1474 	0.1480 	0.1280 	: 	0.1025 	0.1102 	: 
KWH1000-2499,NRG_SUP,EUR,XK	0.0286 	0.0251 	0.0227 	0.0358 	0.0372 	0.0277 	0.0278 	0.0271 	0.0155 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,AL	: u	: u	9.5000 	9.5000 	9.5000 	9.5000 	9.5000 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,AT	0.0807 	0.0801 	0.0750 	0.0674 	0.0663 	0.0672 	0.0715 	0.0784 	0.0829 	0.0832 	0.0867 	0.0747 	0.0747 	0.0705 	: 
KWH1000-2499,NRG_SUP,NAC,BA	0.0772 	0.0790 	0.0784 	0.0660 	0.0673 	0.0652 	0.0650 	: 	0.0721 	0.0711 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,BE	0.0916 	0.0889 	0.0967 	0.0917 	0.0840 	0.0863 	0.0880 	0.0780 	0.0825 	0.0902 	0.0906 	0.0867 	0.0835 	0.1173 	0.0818 
KWH1000-2499,NRG_SUP,NAC,BG	0.1223 	0.1151 	0.1133 	0.1153 	0.1139 	0.1108 	0.1151 	0.1108 	0.0846 	0.0938 	0.0819 	0.0933 	0.0850 	0.0780 	0.0668 
KWH1000-2499,NRG_SUP,NAC,CY	0.1180 	0.1119 	0.1326 	0.1266 	0.1071 d	0.0902 	0.1073 	0.1527 	0.1644 	0.2028 	0.1665 	0.1324 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,CZ	2.9000 	2.2700 	2.1600 	1.7900 	1.6900 	1.6900 	1.6900 	1.6700 	1.7800 	1.8800 	1.7400 	1.8200 	2.1400 	1.8600 	1.6100 
KWH1000-2499,NRG_SUP,NAC,DE	0.0914 	0.0742 	0.0683 	0.0775 	0.0797 	0.0829 	0.0885 	0.0920 	0.0976 	0.0958 	0.0908 	0.0993 	0.0904 	0.0903 	0.0747 
KWH1000-2499,NRG_SUP,NAC,DK	0.5559 	0.3044 	0.4024 	0.3749 	0.2889 	0.3418 	0.3230 	0.3718 	0.3879 	0.4209 	0.5300 	0.4737 	0.3730 	0.6221 	0.3271 
KWH1000-2499,NRG_SUP,NAC,EE	0.0796 	0.0527 	0.0571 	0.0529 	0.0451 	0.0456 	0.0454 	0.0474 	0.0484 	0.0498 	0.0321 	0.5000 	0.5140 	0.4900 	0.4450 
KWH1000-2499,NRG_SUP,NAC,EL	0.1214 	0.1060 	0.0923 	0.0886 	0.0940 	0.0907 	0.0971 	0.0921 	0.0853 	0.0661 	0.0629 	0.0558 	0.0543 	: 	: 
KWH1000-2499,NRG_SUP,NAC,ES	0.1365 	0.0645 	0.0779 	0.1768 d	0.1460 d	0.1503 	0.1613 	0.1587 	0.1589 	0.0910 	0.1028 	0.0941 	0.1100 	0.1032 	: 
KWH1000-2499,NRG_SUP,NAC,FI	0.0629 	0.0614 	0.0663 	0.0594 	0.0577 	0.0587 	0.0617 	0.0651 	0.0686 	0.0683 	0.0722 	0.0647 	0.0601 	0.0594 	0.0522 
KWH1000-2499,NRG_SUP,NAC,FR	0.0803 	0.0783 	0.0726 	0.0724 	0.0706 	0.0710 	0.0736 	0.0738 	0.0750 	0.0708 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,GE	0.1667 e	0.1535 e	0.1181 e	0.0811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,HR	0.4556 	0.4627 	0.4666 	0.4622 	0.4570 	0.4638 	0.4619 	0.4805 	0.5110 	0.5299 	0.4320 	0.3560 	0.3600 	0.4500 	0.3300 
KWH1000-2499,NRG_SUP,NAC,HU	12.0926 	12.3223 	13.8682 	14.5411 	14.3550 	14.8072 	15.0313 	14.7044 	17.4048 	20.5424 	: 	21.1200 	22.3897 	18.8028 	15.1270 
KWH1000-2499,NRG_SUP,NAC,IE	0.1439 	0.1135 e	0.1489 	0.1354 	0.1276 	0.1464 	0.1543 	0.1618 	0.1512 	0.1488 	0.1291 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,IS	6.5201 	6.5293 	6.4642 	6.3726 	6.0582 	5.6024 	5.3245 	5.1360 	4.9357 	4.8659 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,IT	0.1268 	0.1056 	0.1071 	0.1133 d	0.1048 d	0.0942 d	0.0982 	0.1059 	0.1087 	0.1142 	0.0988 	0.0951 	0.1078 	0.1112 	: 
KWH1000-2499,NRG_SUP,NAC,LI	0.0924 	0.0902 	0.0899 	0.0898 	0.0791 	0.0825 	0.0879 	0.0879 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,LT	0.0504 	0.0496 	0.0481 	0.0350 	0.0382 	0.0403 	0.0516 	0.1737 	0.1662 	0.1696 	0.1681 	0.1596 	0.1294 	0.1280 	0.1073 
KWH1000-2499,NRG_SUP,NAC,LU	0.0718 	0.0703 	0.0617 	0.0584 	0.0565 	0.0617 	0.0657 	0.0757 	0.0753 	0.0825 	0.0799 	0.0790 	0.1006 	0.0758 	0.0744 
KWH1000-2499,NRG_SUP,NAC,LV	0.0742 	0.0586 	0.0619 	0.0499 	0.0484 	0.0511 	0.0537 	0.0166 	0.0120 	0.0181 	0.0298 	0.0348 	0.0348 	0.0348 	0.0251 
KWH1000-2499,NRG_SUP,NAC,MD	1.1332 	1.2752 	1.1992 	1.2242 	1.3789 	1.3173 	1.2505 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,ME	0.0428 	0.0427 	0.0417 	0.0400 	0.0379 	0.0460 	0.0490 	0.0483 	0.0464 	0.0455 	0.0346 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,MK	3.3571 	3.0611 	2.9133 	3.0945 	3.1764 	2.7364 	4.1107 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,MT	0.1142 	0.1090 	0.1145 	0.1144 	0.1151 	0.1168 	0.1168 	0.1156 	0.1636 	0.1629 	0.1622 	0.1611 	0.1406 	0.1037 	0.0093 
KWH1000-2499,NRG_SUP,NAC,NL	0.0948 	0.0935 	0.0912 	0.0753 	0.0720 	0.0747 	0.0790 	0.0839 	0.0848 	0.0859 	0.0842 	0.0847 	0.0970 	0.0900 	0.0858 
KWH1000-2499,NRG_SUP,NAC,NO	0.8662 	0.3649 	0.6420 	0.6444 	0.5078 	0.5199 	0.4116 	0.4985 	0.5302 	0.4179 	0.5110 	0.5797 	0.4836 	0.5864 	0.3656 
KWH1000-2499,NRG_SUP,NAC,PL	0.2165 	0.2229 	0.2002 	0.1981 	0.2016 	0.2376 	0.2358 	0.2337 	0.2476 	0.2615 	0.2463 	0.2343 	0.2163 	0.1723 	0.1376 
KWH1000-2499,NRG_SUP,NAC,PT	0.0819 	0.0765 	0.0769 	0.0541 	0.0594 	0.0693 	0.0711 	0.0724 	0.0747 	0.0810 	0.0656 	0.0640 	0.0960 	0.0767 	: 
KWH1000-2499,NRG_SUP,NAC,RO	0.3605 	0.2980 	0.2778 	0.2693 	0.2286 	0.2045 	0.1938 	0.1823 	0.1740 	0.1303 	0.1470 	0.1503 	0.1375 	0.1305 	0.1285 
KWH1000-2499,NRG_SUP,NAC,RS	3.0865 	3.1862 	3.2835 	3.1954 	3.0615 	2.8841 	2.6515 	2.4832 	1.8674 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,SE	0.8127 	0.4637 	0.6102 	0.5620 	0.4452 	0.4700 	0.4043 	0.4599 	0.5185 	0.5381 	0.6140 	0.6480 	0.5890 	0.6470 	0.4839 
KWH1000-2499,NRG_SUP,NAC,SI	0.0708 	0.0681 	0.0611 	0.0573 	0.0548 	0.0565 	0.0586 	0.0596 	0.0639 	0.0639 	0.0604 	0.0541 	0.0535 	0.0456 	: 
KWH1000-2499,NRG_SUP,NAC,SK	0.0640 	0.0694 	0.0574 	0.0471 	0.0420 	0.0485 	0.0495 	0.0559 	0.0660 	0.0722 	0.0673 	0.0741 	0.0690 	2.0900 	2.0200 
KWH1000-2499,NRG_SUP,NAC,TR	0.4317 	0.3627 	0.3059 	0.2759 	0.2157 	0.2216 	0.1991 	0.2116 	0.2037 	0.1917 	0.1556 	0.1771 	0.1707 	0.1594 	: 
KWH1000-2499,NRG_SUP,NAC,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,NAC,UK	: 	: 	0.0975 	0.0953 	0.0838 	0.1012 	0.1043 	0.1310 	0.1249 	0.1183 	0.1110 	: 	0.0910 	0.0900 	: 
KWH1000-2499,NRG_SUP,NAC,XK	0.0286 	0.0251 	0.0227 	0.0358 	0.0372 	0.0277 	0.0278 	0.0271 	0.0155 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,AL	: u	: u	0.1602 	0.1580 	0.1537 	0.1637 	0.1631 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,AT	0.0706 	0.0705 	0.0660 	0.0598 	0.0587 	0.0630 	0.0658 	0.0709 	0.0742 	0.0755 	0.0783 	0.0678 	0.0666 	0.0646 	: 
KWH1000-2499,NRG_SUP,PPS,BA	0.0771 	0.0786 	0.0780 	0.0663 	0.0679 	0.0705 	0.0705 	: 	0.0756 	0.0754 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,BE	0.0821 	0.0788 	0.0857 	0.0813 	0.0744 	0.0807 	0.0797 	0.0703 	0.0733 	0.0814 	0.0816 	0.0782 	0.0732 	0.1049 	0.0748 
KWH1000-2499,NRG_SUP,PPS,BG	0.1160 	0.1107 	0.1089 	0.1146 	0.1157 	0.1222 	0.1273 	0.1201 	0.0910 	0.1020 	0.0885 	0.1076 	0.0972 	0.0933 	0.0852 
KWH1000-2499,NRG_SUP,PPS,CY	0.1288 	0.1235 	0.1504 	0.1421 	0.1200 d	0.1020 	0.1178 	0.1737 	0.1843 	0.2234 	0.1809 	0.1492 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,CZ	0.1515 	0.1217 	0.1158 	0.0981 	0.0934 	0.0986 	0.0977 	0.0957 	0.1018 	0.1062 	0.0980 	0.0995 	0.1158 	0.1019 	0.0937 
KWH1000-2499,NRG_SUP,PPS,DE	0.0827 	0.0671 	0.0618 	0.0713 	0.0735 	0.0800 	0.0849 	0.0883 	0.0929 	0.0927 	0.0874 	0.0952 	0.0840 	0.0869 	0.0730 
KWH1000-2499,NRG_SUP,PPS,DK	0.0560 	0.0307 	0.0406 	0.0376 	0.0289 	0.0342 	0.0333 	0.0370 	0.0382 	0.0418 	0.0526 	0.0466 	0.0358 	0.0607 	0.0322 
KWH1000-2499,NRG_SUP,PPS,EA	0.0964 	0.0780 	0.0802 	0.0935 	0.0875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,EE	0.0992 	0.0649 	0.0703 	0.0664 	0.0579 	0.0640 	0.0626 	0.0635 	0.0664 	0.0441 	0.0462 	0.0471 	0.0469 	0.0441 	0.0419 
KWH1000-2499,NRG_SUP,PPS,EL	0.1467 	0.1285 	0.1119 	0.1065 	0.1123 	0.1099 	0.1188 	0.1111 	0.0999 	0.0739 	0.0678 	0.0607 	0.0586 	: 	: 
KWH1000-2499,NRG_SUP,PPS,ES	0.1454 	0.0692 	0.0836 	0.1897 d	0.1589 d	0.1681 	0.1802 	0.1774 	0.1764 	0.1005 	0.1102 	0.1001 	0.1166 	0.1120 	: 
KWH1000-2499,NRG_SUP,PPS,EU27_2020	0.0934 	0.0769 	0.0789 	0.0894 	0.0836 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,FI	0.0497 	0.0489 	0.0535 	0.0479 	0.0464 	0.0484 	0.0497 	0.0523 	0.0556 	0.0566 	0.0600 	0.0542 	0.0501 	0.0506 	0.0450 
KWH1000-2499,NRG_SUP,PPS,FR	0.0738 	0.0720 	0.0667 	0.0650 	0.0630 	0.0663 	0.0687 	0.0673 	0.0676 	0.0631 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,HR	0.0937 	0.0950 	0.0958 	0.0949 	0.0944 	0.0980 	0.0960 	0.0993 	0.1062 	0.1098 	0.0863 	0.0694 	0.0703 	0.0918 	0.0697 
KWH1000-2499,NRG_SUP,PPS,HU	0.0543 	0.0578 	0.0650 	0.0708 	0.0725 	0.0846 	0.0859 	0.0841 	0.1017 	0.1208 	: 	0.1285 	0.1341 	0.1135 	0.0935 
KWH1000-2499,NRG_SUP,PPS,IE	0.1200 	0.0945 e	0.1239 	0.1160 	0.1103 	0.1358 	0.1385 	0.1454 	0.1372 	0.1357 	0.1171 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,IS	0.0291 	0.0312 	0.0324 	0.0326 	0.0313 	0.0298 	0.0287 	0.0277 	0.0270 	0.0270 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,IT	0.1276 	0.1061 	0.1076 	0.1130 d	0.1043 d	0.0960 d	0.0976 	0.1055 	0.1078 	0.1137 	0.0970 	0.0930 	0.1040 	0.1101 	: 
KWH1000-2499,NRG_SUP,PPS,LT	0.0739 	0.0739 	0.0717 	0.0531 	0.0593 	0.0677 	0.0855 	0.0820 	0.0785 	0.0815 	0.0807 	0.0782 	0.0605 	0.0589 	0.0540 
KWH1000-2499,NRG_SUP,PPS,LU	0.0555 	0.0557 	0.0489 	0.0468 	0.0457 	0.0522 	0.0548 	0.0635 	0.0621 	0.0699 	0.0674 	0.0654 	0.0834 	0.0653 	0.0653 
KWH1000-2499,NRG_SUP,PPS,LV	0.1005 	0.0792 	0.0837 	0.0689 	0.0686 	0.0771 	0.0796 	0.0242 	0.0247 	0.0377 	0.0631 	0.0751 	0.0723 	0.0689 	0.0538 
KWH1000-2499,NRG_SUP,PPS,ME	0.0849 	0.0841 	0.0821 	0.0782 	0.0760 	0.0953 	0.0987 	0.0941 	0.0925 	0.0926 	0.0705 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,MK	0.1185 	0.1092 	0.1040 	0.1102 	0.1150 	0.1066 	0.1633 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,MT	0.1293 	0.1272 	0.1361 	0.1354 	0.1384 	0.1455 	0.1456 	0.1442 	0.2098 	0.2125 	0.2145 	0.2206 	0.1933 	0.1446 	0.0310 
KWH1000-2499,NRG_SUP,PPS,NL	0.0818 	0.0799 	0.0780 	0.0658 	0.0632 	0.0692 	0.0728 	0.0767 	0.0775 	0.0784 	0.0765 	0.0761 	0.0867 	0.0835 	0.0812 
KWH1000-2499,NRG_SUP,PPS,NO	0.0572 	0.0251 	0.0442 	0.0450 	0.0363 	0.0401 	0.0328 	0.0398 	0.0435 	0.0356 	0.0429 	0.0491 	0.0406 	0.0523 	0.0338 
KWH1000-2499,NRG_SUP,PPS,PL	0.0808 	0.0848 	0.0762 	0.0769 	0.0794 	0.1006 	0.0980 	0.0965 	0.1026 	0.1084 	0.1017 	0.0983 	0.0873 	0.0725 	0.0606 
KWH1000-2499,NRG_SUP,PPS,PT	0.0963 	0.0911 	0.0916 	0.0642 	0.0709 	0.0886 	0.0912 	0.0931 	0.0958 	0.1016 	0.0799 	0.0773 	0.1140 	0.0923 	: 
KWH1000-2499,NRG_SUP,PPS,RO	0.1411 	0.1183 	0.1103 	0.1093 	0.0973 	0.0938 	0.0876 	0.0798 	0.0789 	0.0613 	0.0697 	0.0721 	0.0653 	0.0638 	0.0689 
KWH1000-2499,NRG_SUP,PPS,RS	0.0494 	0.0519 	0.0535 	0.0529 	0.0515 	0.0533 	0.0493 	0.0436 	0.0339 	: 	: 	: 	: 	: 	: 
KWH1000-2499,NRG_SUP,PPS,SE	0.0621 	0.0351 	0.0462 	0.0430 	0.0345 	0.0393 	0.0337 	0.0388 	0.0445 	0.0464 	0.0523 	0.0550 	0.0497 	0.0576 	0.0442 
KWH1000-2499,NRG_SUP,PPS,SI	0.0842 	0.0813 	0.0730 	0.0684 	0.0660 	0.0721 	0.0733 	0.0746 	0.0794 	0.0790 	0.0723 	0.0644 	0.0624 	0.0562 	: 
KWH1000-2499,NRG_SUP,PPS,SK	0.0795 	0.0880 	0.0729 	0.0613 	0.0558 	0.0746 	0.0748 	0.0839 	0.0971 	0.1057 	0.0979 	0.1109 	0.1015 	0.0978 	0.0890 
KWH1000-2499,NRG_SUP,PPS,TR	0.1313 	0.1285 	0.1084 	0.1145 	0.1070 	0.1332 	0.1274 	0.1333 	0.1383 	0.1386 	0.1184 	0.1437 	0.1408 	0.1399 	: 
KWH1000-2499,NRG_SUP,PPS,UK	: 	: 	0.0957 	0.0945 	0.0841 	0.1097 	0.1131 	0.1397 	0.1350 	0.1294 	0.1197 	: 	0.1044 	0.1080 	: 
KWH1000-2499,OTH,EUR,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,AT	0.0042 	0.0035 	0.0034 	0.0032 	0.0030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,BE	0.0021 	0.0020 	0.0014 	0.0065 	0.0652 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,CY	0.0005 	0.0006 	0.0008 	0.0008 	0.0007 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,CZ	0.0007 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,DE	0.0173 	0.0171 	0.0158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.2218 d	0.2256 d	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,EA	0.0087 	0.0096 	0.0081 	: 	: 	0.0536 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,EL	0.0077 	0.0076 	0.0077 	0.0105 	0.0190 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,ES	0.0278 	0.0336 	0.0287 	0.0122 d	0.0108 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,EU27_2020	0.0073 	0.0082 	0.0067 	: 	: 	0.0768 	0.2256 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,IE	0.0045 	0.0044 e	0.0046 	0.0057 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,IS	0.0023 	0.0019 	0.0022 	0.0023 	0.0024 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,IT	0.0026 	0.0033 	0.0028 	0.0412 d	0.0417 d	0.0536 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH1000-2499,OTH,EUR,LU	0.0011 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
